title,description,difficulty,solution
Maximum Subarray Sum After One Operation,"You are given an integer array `nums`. You must perform exactly one operation where you can replace one element `nums[i]` with `nums[i] * nums[i]`. 
Return the maximum possible subarray sum after exactly one operation. The subarray must be non-empty.


Example 1:
Input: nums = [2,-1,-4,-3]
Output: 17
Explanation: You can perform the operation on index 2 (0-indexed) to make nums = [2,-1,16,-3]. Now, the maximum subarray sum is 2 + -1 + 16 = 17.


Example 2:
Input: nums = [1,-1,1,1,-1,-1,1]
Output: 4
Explanation: You can perform the operation on index 1 (0-indexed) to make nums = [1,1,1,1,-1,-1,1]. Now, the maximum subarray sum is 1 + 1 + 1 + 1 = 4.


Constraints:
`1 <= nums.length <= 105`
`-104 <= nums[i] <= 104`",Medium,"public class Solution {
    public int MaxSubarraySumAfterOperation(int[] nums) {
        if (nums == null || nums.Length == 0) {
            return 0;
        }

        int max_ending_here = nums[0];
        int max_ending_here_with_op = nums[0] * nums[0];
        int result = Math.Max(max_ending_here, max_ending_here_with_op);

        for (int i = 1; i < nums.Length; i++) {
            // Update max_ending_here without operation
            if (max_ending_here > 0) {
                max_ending_here += nums[i];
            } else {
                max_ending_here = nums[i];
            }

            // Update max_ending_here_with_op with operation
            int op_value = nums[i] * nums[i];
            if (max_ending_here_with_op > 0) {
                max_ending_here_with_op += nums[i];
            } else {
                max_ending_here_with_op = op_value;
            }

            // Consider the case where we perform the operation at the current index
            int new_op_value = max_ending_here + op_value;
            if (new_op_value > max_ending_here_with_op) {
                max_ending_here_with_op = new_op_value;
            }

            // Update the result with the maximum value found so far
            if (max_ending_here_with_op > result) {
                result = max_ending_here_with_op;
            }
        }

        return result;
    }
}"
Walls and Gates,"You are given an `m x n` grid `rooms` initialized with these three possible values.

`-1` A wall or an obstacle.

`0` A gate.

`INF` Infinity means an empty room. We use the value `231 - 1 = 2147483647` to represent `INF` as you may assume that the distance to a gate is less than `2147483647`.

Fill each empty room with the distance to its nearest gate. If it is impossible to reach a gate, it should be filled with `INF`.


Example 1:
Input: rooms = [[2147483647,-1,0,2147483647],[2147483647,2147483647,2147483647,-1],[2147483647,-1,2147483647,-1],[0,-1,2147483647,2147483647]]
Output: [[3,-1,0,1],[2,2,1,-1],[1,-1,2,-1],[0,-1,3,4]]

Example 2:
Input: rooms = [[-1]]
Output: [[-1]]

Example 3:
Input: rooms = [[2147483647]]
Output: [[2147483647]]

Example 4:
Input: rooms = [[0]]
Output: [[0]]

Constraints:
`m == rooms.length`
`n == rooms[i].length`
`1 <= m, n <= 250`
`rooms[i][j]` is `-1`, `0`, or `231 - 1`.",Medium,"using System;
using System.Collections.Generic;

public class Solution {
    public void WallsAndGates(int[,] rooms) {
        if (rooms == null || rooms.GetLength(0) == 0 || rooms.GetLength(1) == 0) {
            return;
        }

        int m = rooms.GetLength(0);
        int n = rooms.GetLength(1);
        Queue<int[]> queue = new Queue<int[]>();

        // Step 1: Identify all gates and add them to the queue
        for (int i = 0; i < m; i++) {
            for (int j = 0; j < n; j++) {
                if (rooms[i, j] == 0) {
                    queue.Enqueue(new int[] { i, j });
                }
            }
        }

        // Step 2: Perform BFS from each gate
        while (queue.Count > 0) {
            int[] current = queue.Dequeue();
            int row = current[0];
            int col = current[1];

            // Check all four directions
            int[] rowDirections = { -1, 1, 0, 0 };
            int[] colDirections = { 0, 0, -1, 1 };

            for (int d = 0; d < 4; d++) {
                int newRow = row + rowDirections[d];
                int newCol = col + colDirections[d];

                // Check if the new position is within bounds and is an empty room
                if (newRow >= 0 && newRow < m && newCol >= 0 && newCol < n && rooms[newRow, newCol] == int.MaxValue) {
                    // Update the distance and add to the queue
                    rooms[newRow, newCol] = rooms[row, col] + 1;
                    queue.Enqueue(new int[] { newRow, newCol });
                }
            }
        }
    }
}"
Longest Common Subsequence,"Given two strings `text1` and `text2`, return the length of their longest common subsequence. If there is no common subsequence, return `0`.

A subsequence of a string is a new string generated from the original string with some characters (can be none) deleted without changing the relative order of the remaining characters.

For example, `""ace""` is a subsequence of `""abcde""`.

A common subsequence of two strings is a subsequence that is common to both strings.


Example 1:
Input: text1 = ""abcde"", text2 = ""ace"" 
Output: 3  
Explanation: The longest common subsequence is ""ace"" and its length is 3.


Example 2:
Input: text1 = ""abc"", text2 = ""abc""
Output: 3
Explanation: The longest common subsequence is ""abc"" and its length is 3.


Example 3:
Input: text1 = ""abc"", text2 = ""def""
Output: 0
Explanation: There is no such common subsequence, so the result is 0.


Constraints:
`1 <= text1.length, text2.length <= 1000`
`text1` and `text2` consist of only lowercase English characters.",Medium,"public class Solution {
    public int LongestCommonSubsequence(string text1, string text2) {
        int m = text1.Length;
        int n = text2.Length;
        
        // Create a 2D array to store lengths of longest common subsequence.
        int[,] dp = new int[m + 1, n + 1];
        
        // Build the dp array from bottom up
        for (int i = 1; i <= m; i++) {
            for (int j = 1; j <= n; j++) {
                if (text1[i - 1] == text2[j - 1]) {
                    dp[i, j] = dp[i - 1, j - 1] + 1;
                } else {
                    dp[i, j] = Math.Max(dp[i - 1, j], dp[i, j - 1]);
                }
            }
        }
        
        // The length of the longest common subsequence is in the bottom-right cell
        return dp[m, n];
    }
}"
Satisfiability of Equality Equations,"Given an array equations of strings that represent relationships between variables, each string `equations[i]` has length `4` and takes one of two different forms: `""a==b""` or `""a!=b""`.  Here, `a` and `b` are lowercase letters (not necessarily different) that represent one-letter variable names.

Return `true` if and only if it is possible to assign integers to variable names so as to satisfy all the given equations.


Example 1:
Input: [""a==b"",""b!=a""]
Output: false
Explanation: If we assign say, a = 1 and b = 1, then the first equation is satisfied, but not the second.  There is no way to assign the variables to satisfy both equations.


Example 2:
Input: [""b==a"",""a==b""]
Output: true
Explanation: We could assign a = 1 and b = 1 to satisfy both equations.


Example 3:
Input: [""a==b"",""b==c"",""a==c""]
Output: true

Example 4:
Input: [""a==b"",""b!=c"",""c==a""]
Output: false

Example 5:
Input: [""c==c"",""b==d"",""x!=z""]
Output: true
Note:
`1 <= equations.length <= 500`
`equations[i].length == 4`
`equations[i][0]` and `equations[i][3]` are lowercase letters
`equations[i][1]` is either `'='` or `'!'`
`equations[i][2]` is `'='`",Medium,"public class Solution {
    public bool EquationsPossible(string[] equations) {
        // Step 1: Initialize Union-Find structure
        int[] parent = new int[26];
        for (int i = 0; i < 26; i++) {
            parent[i] = i;
        }

        // Helper function to find the root of a set
        int Find(int x) {
            while (parent[x] != x) {
                x = parent[x];
            }
            return x;
        }

        // Helper function to union two sets
        void Union(int x, int y) {
            int rootX = Find(x);
            int rootY = Find(y);
            if (rootX != rootY) {
                parent[rootX] = rootY;
            }
        }

        // Step 2: Process all ""=="" equations
        foreach (var eq in equations) {
            if (eq[1] == '=') {
                int var1 = eq[0] - 'a';
                int var2 = eq[3] - 'a';
                Union(var1, var2);
            }
        }

        // Step 3: Process all ""!="" equations
        foreach (var eq in equations) {
            if (eq[1] == '!') {
                int var1 = eq[0] - 'a';
                int var2 = eq[3] - 'a';
                if (Find(var1) == Find(var2)) {
                    return false; // Contradiction found
                }
            }
        }

        return true; // No contradictions found
    }
}"
Check Completeness of a Binary Tree,"Given the `root` of a binary tree, determine if it is a complete binary tree.

In a complete binary tree, every level, except possibly the last, is completely filled, and all nodes in the last level are as far left as possible. It can have between `1` and `2h` nodes inclusive at the last level `h`.


Example 1:
Input: root = [1,2,3,4,5,6]
Output: true
Explanation: Every level before the last is full (ie. levels with node-values {1} and {2, 3}), and all nodes in the last level ({4, 5, 6}) are as far left as possible.


Example 2:
Input: root = [1,2,3,4,5,null,7]
Output: false
Explanation: The node with value 7 isn't as far left as possible.


Constraints:
The number of nodes in the tree is in the range `[1, 100]`.

`1 <= Node.val <= 1000`",Medium,"public class TreeNode {
    public int val;
    public TreeNode left;
    public TreeNode right;
    public TreeNode(int x) { val = x; }
}

public class Solution {
    public bool IsCompleteTree(TreeNode root) {
        if (root == null) return true;

        // Initialize a queue for level-order traversal
        var queue = new Queue<TreeNode>();
        queue.Enqueue(root);

        // Flag to indicate if we have encountered a null child
        bool end = false;

        while (queue.Count > 0) {
            var node = queue.Dequeue();

            // Check the left child
            if (node.left != null) {
                if (end) return false; // If we've seen a null child before, the tree is not complete
                queue.Enqueue(node.left);
            } else {
                end = true; // Mark that we've encountered a null child
            }

            // Check the right child
            if (node.right != null) {
                if (end) return false; // If we've seen a null child before, the tree is not complete
                queue.Enqueue(node.right);
            } else {
                end = true; // Mark that we've encountered a null child
            }
        }

        return true;
    }
}"
Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,"Given an array `nums` and an integer `target`.

Return the maximum number of non-empty non-overlapping subarrays such that the sum of values in each subarray is equal to `target`.


Example 1:
Input: nums = [1,1,1,1,1], target = 2
Output: 2
Explanation: There are 2 non-overlapping subarrays [1,1,1,1,1] with sum equals to target(2).


Example 2:
Input: nums = [-1,3,5,1,4,2,-9], target = 6
Output: 2
Explanation: There are 3 subarrays with sum equal to 6.

([5,1], [4,2], [3,5,1,4,2,-9]) but only the first 2 are non-overlapping.


Example 3:
Input: nums = [-2,6,6,3,5,4,1,2,8], target = 10
Output: 3

Example 4:
Input: nums = [0,0,0], target = 0
Output: 3

Constraints:
`1 <= nums.length <= 10^5`
`-10^4 <= nums[i] <= 10^4`
`0 <= target <= 10^6`",Medium,"using System;
using System.Collections.Generic;

public class Solution
{
    public int MaxNonOverlapping(int[] nums, int target)
    {
        int count = 0;
        int currentSum = 0;
        HashSet<int> seenSums = new HashSet<int>();
        
        // Initialize the set with 0 to handle subarrays starting from index 0
        seenSums.Add(0);
        
        foreach (int num in nums)
        {
            currentSum += num;
            
            // Check if there is a subarray ending at the current index with sum equal to target
            if (seenSums.Contains(currentSum - target))
            {
                count++;
                // Reset currentSum and clear seenSums to ensure non-overlapping
                currentSum = 0;
                seenSums.Clear();
                // Re-add 0 to the set for the next potential subarray
                seenSums.Add(0);
            }
            else
            {
                // Add the current prefix sum to the set
                seenSums.Add(currentSum);
            }
        }
        
        return count;
    }
    
    public static void Main(string[] args)
    {
        Solution solution = new Solution();
        
        Console.WriteLine(solution.MaxNonOverlapping(new int[] {1,1,1,1,1}, 2)); // Output: 2
        Console.WriteLine(solution.MaxNonOverlapping(new int[] {-1,3,5,1,4,2,-9}, 6)); // Output: 2
        Console.WriteLine(solution.MaxNonOverlapping(new int[] {-2,6,6,3,5,4,1,2,8}, 10)); // Output: 3
        Console.WriteLine(solution.MaxNonOverlapping(new int[] {0,0,0}, 0)); // Output: 3
    }
}"
Find Nearest Right Node in Binary Tree,"Given the `root` of a binary tree and a node `u` in the tree, return the nearest node on the same level that is to the right of `u`, or return `null` if `u` is the rightmost node in its level.


Example 1:
Input: root = [1,2,3,null,4,5,6], u = 4
Output: 5
Explanation: The nearest node on the same level to the right of node 4 is node 5.


Example 2:
Input: root = [3,null,4,2], u = 2
Output: null
Explanation: There are no nodes to the right of 2.


Example 3:
Input: root = [1], u = 1
Output: null

Example 4:
Input: root = [3,4,2,null,null,null,1], u = 4
Output: 2

Constraints:
The number of nodes in the tree is in the range `[1, 105]`.

`1 <= Node.val <= 105`
All values in the tree are distinct.

`u` is a node in the binary tree rooted at `root`.",Medium,"using System.Collections.Generic;

public class TreeNode {
    public int val;
    public TreeNode left;
    public TreeNode right;
    public TreeNode(int x) { val = x; }
}

public class Solution {
    public TreeNode FindNearestRightNode(TreeNode root, TreeNode u) {
        if (root == null) return null;

        // Initialize a queue for level-order traversal
        Queue<TreeNode> queue = new Queue<TreeNode>();
        queue.Enqueue(root);

        while (queue.Count > 0) {
            // Get the number of nodes at the current level
            int levelSize = queue.Count;
            bool foundU = false;

            for (int i = 0; i < levelSize; i++) {
                TreeNode currentNode = queue.Dequeue();

                // Check if the current node is the target node 'u'
                if (foundU) {
                    // Return the next node as it is the nearest right node
                    return currentNode;
                }

                // If the current node is 'u', set foundU to true
                if (currentNode == u) {
                    foundU = true;
                } else {
                    // Otherwise, enqueue the children of the current node
                    if (currentNode.left != null) {
                        queue.Enqueue(currentNode.left);
                    }
                    if (currentNode.right != null) {
                        queue.Enqueue(currentNode.right);
                    }
                }
            }

            // If 'u' was found and there were no more nodes in the level, return null
            if (foundU) {
                return null;
            }
        }

        // If 'u' is not found in the tree, return null
        return null;
    }
}"
Put Boxes Into the Warehouse II,"You are given two arrays of positive integers, `boxes` and `warehouse`, representing the heights of some boxes of unit width and the heights of `n` rooms in a warehouse respectively. The warehouse's rooms are labeled from `0` to `n - 1` from left to right where `warehouse[i]` (0-indexed) is the height of the `ith` room.

Boxes are put into the warehouse by the following rules:
Boxes cannot be stacked.

You can rearrange the insertion order of the boxes.

Boxes can be pushed into the warehouse from either side (left or right)
If the height of some room in the warehouse is less than the height of a box, then that box and all other boxes behind it will be stopped before that room.

Return the maximum number of boxes you can put into the warehouse.


Example 1:
Input: boxes = [1,2,2,3,4], warehouse = [3,4,1,2]
Output: 4
Explanation:
We can store the boxes in the following order:
1- Put the yellow box in room 2 from either the left or right side.

2- Put the orange box in room 3 from the right side.

3- Put the green box in room 1 from the left side.

4- Put the red box in room 0 from the left side.

Notice that there are other valid ways to put 4 boxes such as swapping the red and green boxes or the red and orange boxes.


Example 2:
Input: boxes = [3,5,5,2], warehouse = [2,1,3,4,5]
Output: 3
Explanation:
It's not possible to put the two boxes of height 5 in the warehouse since there's only 1 room of height >= 5.

Other valid solutions are to put the green box in room 2 or to put the orange box first in room 2 before putting the green and red boxes.


Example 3:
Input: boxes = [1,2,3], warehouse = [1,2,3,4]
Output: 3

Example 4:
Input: boxes = [4,5,6], warehouse = [3,3,3,3,3]
Output: 0

Constraints:
`n == warehouse.length`
`1 <= boxes.length, warehouse.length <= 105`
`1 <= boxes[i], warehouse[i] <= 109`",Medium,"public class Solution {
    public int MaxBoxesInWarehouse(int[] boxes, int[] warehouse) {
        // Step 1: Sort the boxes
        Array.Sort(boxes);
        
        // Step 2: Preprocess the warehouse heights
        int n = warehouse.Length;
        int[] left_max = new int[n];
        int[] right_max = new int[n];
        
        left_max[0] = warehouse[0];
        for (int i = 1; i < n; i++) {
            left_max[i] = Math.Max(left_max[i - 1], warehouse[i]);
        }
        
        right_max[n - 1] = warehouse[n - 1];
        for (int i = n - 2; i >= 0; i--) {
            right_max[i] = Math.Max(right_max[i + 1], warehouse[i]);
        }
        
        // Step 3: Two-pointer technique
        int left = 0;
        int right = n - 1;
        int boxIndex = 0;
        int count = 0;
        
        while (boxIndex < boxes.Length && left <= right) {
            int box = boxes[boxIndex];
            
            if (left_max[left] >= box && right_max[right] >= box) {
                // Choose the position that allows more boxes to be placed
                if (left_max[left] >= right_max[right]) {
                    left++;
                } else {
                    right--;
                }
                count++;
            } else if (left_max[left] >= box) {
                left++;
            } else if (right_max[right] >= box) {
                right--;
            } else {
                // Box cannot be placed in either position
                boxIndex++;
            }
        }
        
        return count;
    }
}"
Minimum Swaps to Group All 1's Together,"Given a binary array `data`, return the minimum number of swaps required to group all `1`’s present in the array together in any place in the array.


Example 1:
Input: data = [1,0,1,0,1]
Output: 1
Explanation: 
There are 3 ways to group all 1's together:
[1,1,1,0,0] using 1 swap.

[0,1,1,1,0] using 2 swaps.

[0,0,1,1,1] using 1 swap.

The minimum is 1.


Example 2:
Input: data = [0,0,0,1,0]
Output: 0
Explanation: 
Since there is only one 1 in the array, no swaps needed.


Example 3:
Input: data = [1,0,1,0,1,0,0,1,1,0,1]
Output: 3
Explanation: 
One possible solution that uses 3 swaps is [0,0,0,0,0,1,1,1,1,1,1].


Example 4:
Input: data = [1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1]
Output: 8

Constraints:
`1 <= data.length <= 105`
`data[i]` is `0` or `1`.",Medium,"public class Solution {
    public int MinSwaps(int[] data) {
        // Step 1: Count the total number of 1s in the array
        int totalOnes = 0;
        for (int i = 0; i < data.Length; i++) {
            if (data[i] == 1) {
                totalOnes++;
            }
        }

        // Edge case: If there are no 1s or only one 1, no swaps are needed
        if (totalOnes <= 1) {
            return 0;
        }

        // Step 2: Initialize variables for the sliding window
        int maxOnesInWindow = 0;
        int currentOnesInWindow = 0;
        int left = 0;

        // Step 3: Use sliding window to find the maximum number of 1s in any window of size totalOnes
        for (int right = 0; right < data.Length; right++) {
            if (data[right] == 1) {
                currentOnesInWindow++;
            }

            // If the window size exceeds totalOnes, shrink the window from the left
            if (right - left + 1 > totalOnes) {
                if (data[left] == 1) {
                    currentOnesInWindow--;
                }
                left++;
            }

            // Update the maximum number of 1s found in any window
            maxOnesInWindow = Math.Max(maxOnesInWindow, currentOnesInWindow);
        }

        // Step 4: Calculate the minimum number of swaps required
        return totalOnes - maxOnesInWindow;
    }
}"
Minimum Remove to Make Valid Parentheses,"Given a string s of `'('` , `')'` and lowercase English characters. 
Your task is to remove the minimum number of parentheses ( `'('` or `')'`, in any positions ) so that the resulting parentheses string is valid and return any valid string.

Formally, a parentheses string is valid if and only if:
It is the empty string, contains only lowercase characters, or
It can be written as `AB` (`A` concatenated with `B`), where `A` and `B` are valid strings, or
It can be written as `(A)`, where `A` is a valid string.


Example 1:
Input: s = ""lee(t(c)o)de)""
Output: ""lee(t(c)o)de""
Explanation: ""lee(t(co)de)"" , ""lee(t(c)ode)"" would also be accepted.


Example 2:
Input: s = ""a)b(c)d""
Output: ""ab(c)d""

Example 3:
Input: s = ""))((""
Output: """"
Explanation: An empty string is also valid.


Example 4:
Input: s = ""(a(b(c)d)""
Output: ""a(b(c)d)""

Constraints:
`1 <= s.length <= 10^5`
`s[i]` is one of  `'('` , `')'` and lowercase English letters`.`",Medium,"public class Solution {
    public string MinRemoveToMakeValid(string s) {
        // Convert the string to a character array for easier manipulation
        char[] chars = s.ToCharArray();
        
        // First pass: left to right
        int balance = 0;
        for (int i = 0; i < chars.Length; i++) {
            if (chars[i] == '(') {
                balance++;
            } else if (chars[i] == ')') {
                if (balance > 0) {
                    balance--;
                } else {
                    // Mark extra ')' as invalid
                    chars[i] = '*';
                }
            }
        }
        
        // Second pass: right to left
        balance = 0;
        for (int i = chars.Length - 1; i >= 0; i--) {
            if (chars[i] == ')') {
                balance++;
            } else if (chars[i] == '(') {
                if (balance > 0) {
                    balance--;
                } else {
                    // Mark extra '(' as invalid
                    chars[i] = '*';
                }
            }
        }
        
        // Construct the result string excluding marked characters
        StringBuilder result = new StringBuilder();
        foreach (char c in chars) {
            if (c != '*') {
                result.Append(c);
            }
        }
        
        return result.ToString();
    }
}"
Trapping Rain Water,"Given `n` non-negative integers representing an elevation map where the width of each bar is `1`, compute how much water it can trap after raining.


Example 1:
Input: height = [0,1,0,2,1,0,1,3,2,1,2,1]
Output: 6
Explanation: The above elevation map (black section) is represented by array [0,1,0,2,1,0,1,3,2,1,2,1]. In this case, 6 units of rain water (blue section) are being trapped.


Example 2:
Input: height = [4,2,0,3,2,5]
Output: 9

Constraints:
`n == height.length`
`0 <= n <= 3 * 104`
`0 <= height[i] <= 105`",Hard,"public class Solution {
    public int Trap(int[] height) {
        if (height == null || height.Length == 0) {
            return 0;
        }

        int left = 0;
        int right = height.Length - 1;
        int maxLeft = 0;
        int maxRight = 0;
        int waterTrapped = 0;

        while (left < right) {
            if (height[left] <= height[right]) {
                if (height[left] >= maxLeft) {
                    maxLeft = height[left];
                } else {
                    waterTrapped += maxLeft - height[left];
                }
                left++;
            } else {
                if (height[right] >= maxRight) {
                    maxRight = height[right];
                } else {
                    waterTrapped += maxRight - height[right];
                }
                right--;
            }
        }

        return waterTrapped;
    }
}"
Minimum Cost to Make at Least One Valid Path in a Grid,"Given a m x n `grid`. Each cell of the `grid` has a sign pointing to the next cell you should visit if you are currently in this cell. The sign of `grid[i][j]` can be:
1 which means go to the cell to the right. (i.e go from `grid[i][j]` to `grid[i][j + 1]`)
2 which means go to the cell to the left. (i.e go from `grid[i][j]` to `grid[i][j - 1]`)
3 which means go to the lower cell. (i.e go from `grid[i][j]` to `grid[i + 1][j]`)
4 which means go to the upper cell. (i.e go from `grid[i][j]` to `grid[i - 1][j]`)
Notice that there could be some invalid signs on the cells of the `grid` which points outside the `grid`.

You will initially start at the upper left cell `(0,0)`. A valid path in the grid is a path which starts from the upper left cell `(0,0)` and ends at the bottom-right cell `(m - 1, n - 1)` following the signs on the grid. The valid path doesn't have to be the shortest.

You can modify the sign on a cell with `cost = 1`. You can modify the sign on a cell one time only.

Return the minimum cost to make the grid have at least one valid path.


Example 1:
Input: grid = [[1,1,1,1],[2,2,2,2],[1,1,1,1],[2,2,2,2]]
Output: 3
Explanation: You will start at point (0, 0).

The path to (3, 3) is as follows. (0, 0) --> (0, 1) --> (0, 2) --> (0, 3) change the arrow to down with cost = 1 --> (1, 3) --> (1, 2) --> (1, 1) --> (1, 0) change the arrow to down with cost = 1 --> (2, 0) --> (2, 1) --> (2, 2) --> (2, 3) change the arrow to down with cost = 1 --> (3, 3)
The total cost = 3.


Example 2:
Input: grid = [[1,1,3],[3,2,2],[1,1,4]]
Output: 0
Explanation: You can follow the path from (0, 0) to (2, 2).


Example 3:
Input: grid = [[1,2],[4,3]]
Output: 1

Example 4:
Input: grid = [[2,2,2],[2,2,2]]
Output: 3

Example 5:
Input: grid = [[4]]
Output: 0

Constraints:
`m == grid.length`
`n == grid[i].length`
`1 <= m, n <= 100`",Hard,"using System;
using System.Collections.Generic;

public class Solution
{
    public int MinCost(int[][] grid)
    {
        int m = grid.Length;
        int n = grid[0].Length;
        
        // Directions: right, left, down, up
        int[][] directions = new int[][]
        {
            new int[] { 0, 1 },
            new int[] { 0, -1 },
            new int[] { 1, 0 },
            new int[] { -1, 0 }
        };
        
        // Distance array initialized to infinity
        int[,] dist = new int[m, n];
        for (int i = 0; i < m; i++)
        {
            for (int j = 0; j < n; j++)
            {
                dist[i, j] = int.MaxValue;
            }
        }
        dist[0, 0] = 0;
        
        // Priority queue to store cells with their distances
        var pq = new PriorityQueue<int[], int>();
        pq.Enqueue(new int[] { 0, 0 }, 0);
        
        while (pq.Count > 0)
        {
            var current = pq.Dequeue();
            int x = current[0];
            int y = current[1];
            
            // Explore all four directions
            for (int d = 0; d < 4; d++)
            {
                int newX = x + directions[d][0];
                int newY = y + directions[d][1];
                
                // Check if the new position is within bounds
                if (newX >= 0 && newX < m && newY >= 0 && newY < n)
                {
                    // Calculate the cost to move to the new cell
                    int cost = (grid[x][y] == d + 1) ? 0 : 1;
                    
                    // Update the distance if a shorter path is found
                    if (dist[x, y] + cost < dist[newX, newY])
                    {
                        dist[newX, newY] = dist[x, y] + cost;
                        pq.Enqueue(new int[] { newX, newY }, dist[newX, newY]);
                    }
                }
            }
        }
        
        // Return the minimum cost to reach the bottom-right cell
        return dist[m - 1, n - 1];
    }
    
    // Custom priority queue implementation
    public class PriorityQueue<TItem, TPriority> where TPriority : IComparable<TPriority>
    {
        private List<KeyValuePair<TItem, TPriority>> _items = new List<KeyValuePair<TItem, TPriority>>();
        
        public void Enqueue(TItem item, TPriority priority)
        {
            _items.Add(new KeyValuePair<TItem, TPriority>(item, priority));
            _items.Sort((a, b) => a.Value.CompareTo(b.Value));
        }
        
        public TItem Dequeue()
        {
            if (_items.Count == 0)
            {
                throw new InvalidOperationException(""Queue is empty"");
            }
            
            KeyValuePair<TItem, TPriority> item = _items[0];
            _items.RemoveAt(0);
            return item.Key;
        }
        
        public int Count => _items.Count;
    }
}"
Pizza With 3n Slices,"There is a pizza with 3n slices of varying size, you and your friends will take slices of pizza as follows:
You will pick any pizza slice.

Your friend Alice will pick next slice in anti clockwise direction of your pick. 
Your friend Bob will pick next slice in clockwise direction of your pick.

Repeat until there are no more slices of pizzas.

Sizes of Pizza slices is represented by circular array `slices` in clockwise direction.

Return the maximum possible sum of slice sizes which you can have.


Example 1:
Input: slices = [1,2,3,4,5,6]
Output: 10
Explanation: Pick pizza slice of size 4, Alice and Bob will pick slices with size 3 and 5 respectively. Then Pick slices with size 6, finally Alice and Bob will pick slice of size 2 and 1 respectively. Total = 4 + 6.


Example 2:
Input: slices = [8,9,8,6,1,1]
Output: 16
Output: Pick pizza slice of size 8 in each turn. If you pick slice with size 9 your partners will pick slices of size 8.

Example 3:
Input: slices = [4,1,2,5,8,3,1,9,7]
Output: 21

Example 4:
Input: slices = [3,1,2]
Output: 3

Constraints:
`1 <= slices.length <= 500`
`slices.length % 3 == 0`
`1 <= slices[i] <= 1000`",Hard,"public class Solution {
    public int maxSizeSlices(int[] slices) {
        int n = slices.Length;
        if (n == 1) return slices[0];
        
        // Helper function to solve the problem for a linear array
        int MaxSizeSlicesLinear(int[] arr, int k) {
            int len = arr.Length;
            int[][] dp = new int[len + 1][k + 1];
            
            for (int i = 1; i <= len; i++) {
                for (int j = 1; j <= k; j++) {
                    if (i == 1) {
                        dp[i][j] = arr[i - 1];
                    } else {
                        dp[i][j] = Math.Max(dp[i - 1][j], dp[i - 2][j - 1] + arr[i - 1]);
                    }
                }
            }
            
            return dp[len][k];
        }
        
        // Solve for two cases: excluding the first and excluding the last slice
        int case1 = MaxSizeSlicesLinear(slices, n / 3);
        int case2 = MaxSizeSlicesLinear(new int[n - 1], n / 3);
        
        return Math.Max(case1, case2);
    }
}"
Number of Ways to Wear Different Hats to Each Other,"There are `n` people and 40 types of hats labeled from 1 to 40.

Given a list of list of integers `hats`, where `hats[i]` is a list of all hats preferred by the i-th` person.

Return the number of ways that the n people wear different hats to each other.

Since the answer may be too large, return it modulo `10^9 + 7`.


Example 1:
Input: hats = [[3,4],[4,5],[5]]
Output: 1
Explanation: There is only one way to choose hats given the conditions. 
First person choose hat 3, Second person choose hat 4 and last one hat 5.


Example 2:
Input: hats = [[3,5,1],[3,5]]
Output: 4
Explanation: There are 4 ways to choose hats
(3,5), (5,3), (1,3) and (1,5)

Example 3:
Input: hats = [[1,2,3,4],[1,2,3,4],[1,2,3,4],[1,2,3,4]]
Output: 24
Explanation: Each person can choose hats labeled from 1 to 4.

Number of Permutations of (1,2,3,4) = 24.


Example 4:
Input: hats = [[1,2,3],[2,3,5,6],[1,3,7,9],[1,8,9],[2,5,7]]
Output: 111

Constraints:
`n == hats.length`
`1 <= n <= 10`
`1 <= hats[i].length <= 40`
`1 <= hats[i][j] <= 40`
`hats[i]` contains a list of unique integers.",Hard,"using System;
using System.Collections.Generic;

public class Solution {
    public int NumberWays(List<List<int>> hats) {
        const int MOD = 1_000_000_007;
        int n = hats.Count;
        
        // Map each hat to the list of people who prefer that hat
        Dictionary<int, List<int>> personByHat = new Dictionary<int, List<int>>();
        for (int i = 0; i < n; i++) {
            foreach (int hat in hats[i]) {
                if (!personByHat.ContainsKey(hat)) {
                    personByHat[hat] = new List<int>();
                }
                personByHat[hat].Add(i);
            }
        }
        
        // DP array to store the number of ways to assign hats
        int[] dp = new int[1 << n];
        dp[0] = 1; // Base case: one way to assign hats to zero people
        
        // Iterate over each hat
        for (int hat = 1; hat <= 40; hat++) {
            // Iterate over all possible subsets of people
            for (int mask = (1 << n) - 1; mask >= 0; mask--) {
                if (personByHat.ContainsKey(hat)) {
                    foreach (int person in personByHat[hat]) {
                        if ((mask & (1 << person)) == 0) { // If person is not yet assigned a hat
                            dp[mask | (1 << person)] = (dp[mask | (1 << person)] + dp[mask]) % MOD;
                        }
                    }
                }
            }
        }
        
        // The result is the number of ways to assign hats to all n people
        return dp[(1 << n) - 1];
    }
}"
