title,description,difficulty,solution
Maximum Subarray Sum After One Operation,"You are given an integer array `nums`. You must perform exactly one operation where you can replace one element `nums[i]` with `nums[i] * nums[i]`. 
Return the maximum possible subarray sum after exactly one operation. The subarray must be non-empty.


Example 1:
Input: nums = [2,-1,-4,-3]
Output: 17
Explanation: You can perform the operation on index 2 (0-indexed) to make nums = [2,-1,16,-3]. Now, the maximum subarray sum is 2 + -1 + 16 = 17.


Example 2:
Input: nums = [1,-1,1,1,-1,-1,1]
Output: 4
Explanation: You can perform the operation on index 1 (0-indexed) to make nums = [1,1,1,1,-1,-1,1]. Now, the maximum subarray sum is 1 + 1 + 1 + 1 = 4.


Constraints:
`1 <= nums.length <= 105`
`-104 <= nums[i] <= 104`",Medium,"def max_subarray_sum_after_one_square(nums):
    n = len(nums)
    
    if n == 0:
        return 0
    
    # Initialize variables
    max_ending_here = nums[0]
    max_with_square_ending_here = nums[0] ** 2
    global_max = max(max_ending_here, max_with_square_ending_here)
    
    for i in range(1, n):
        # Update max_ending_here
        if max_ending_here > 0:
            max_ending_here += nums[i]
        else:
            max_ending_here = nums[i]
        
        # Update max_with_square_ending_here
        # Option 1: Continue the subarray without squaring
        max_with_square_continue = max_ending_here + nums[i] ** 2
        # Option 2: Start a new subarray with squaring
        max_with_square_start = nums[i] ** 2
        # Option 3: Continue the subarray with the previous square
        max_with_square_ending_here = max(max_with_square_ending_here + nums[i], max_with_square_continue, max_with_square_start)
        
        # Update the global maximum
        global_max = max(global_max, max_ending_here, max_with_square_ending_here)
    
    return global_max

# Example usage:
print(max_subarray_sum_after_one_square([2, -1, -4, -3]))  # Output: 17
print(max_subarray_sum_after_one_square([1, -1, 1, 1, -1, -1, 1]))  # Output: 4"
Walls and Gates,"You are given an `m x n` grid `rooms` initialized with these three possible values.

`-1` A wall or an obstacle.

`0` A gate.

`INF` Infinity means an empty room. We use the value `231 - 1 = 2147483647` to represent `INF` as you may assume that the distance to a gate is less than `2147483647`.

Fill each empty room with the distance to its nearest gate. If it is impossible to reach a gate, it should be filled with `INF`.


Example 1:
Input: rooms = [[2147483647,-1,0,2147483647],[2147483647,2147483647,2147483647,-1],[2147483647,-1,2147483647,-1],[0,-1,2147483647,2147483647]]
Output: [[3,-1,0,1],[2,2,1,-1],[1,-1,2,-1],[0,-1,3,4]]

Example 2:
Input: rooms = [[-1]]
Output: [[-1]]

Example 3:
Input: rooms = [[2147483647]]
Output: [[2147483647]]

Example 4:
Input: rooms = [[0]]
Output: [[0]]

Constraints:
`m == rooms.length`
`n == rooms[i].length`
`1 <= m, n <= 250`
`rooms[i][j]` is `-1`, `0`, or `231 - 1`.",Medium,"def wallsAndGates(rooms):
    if not rooms or not rooms[0]:
        return

    m, n = len(rooms), len(rooms[0])
    INF = 2147483647

    # Directions for moving up, down, left, right
    directions = [(-1, 0), (1, 0), (0, -1), (0, 1)]

    def bfs(gate_row, gate_col):
        queue = [(gate_row, gate_col, 0)]  # (row, col, distance)
        while queue:
            row, col, dist = queue.pop(0)
            for dr, dc in directions:
                new_row, new_col = row + dr, col + dc
                if 0 <= new_row < m and 0 <= new_col < n and rooms[new_row][new_col] == INF:
                    rooms[new_row][new_col] = dist + 1
                    queue.append((new_row, new_col, dist + 1))

    # Find all gates and start BFS from each gate
    for i in range(m):
        for j in range(n):
            if rooms[i][j] == 0:
                bfs(i, j)

# Example usage:
rooms1 = [
    [2147483647, -1, 0, 2147483647],
    [2147483647, 2147483647, 2147483647, -1],
    [2147483647, -1, 2147483647, -1],
    [0, -1, 2147483647, 2147483647]
]
wallsAndGates(rooms1)
print(rooms1)

rooms2 = [[-1]]
wallsAndGates(rooms2)
print(rooms2)

rooms3 = [[2147483647]]
wallsAndGates(rooms3)
print(rooms3)

rooms4 = [[0]]
wallsAndGates(rooms4)
print(rooms4)"
Longest Common Subsequence,"Given two strings `text1` and `text2`, return the length of their longest common subsequence. If there is no common subsequence, return `0`.

A subsequence of a string is a new string generated from the original string with some characters (can be none) deleted without changing the relative order of the remaining characters.

For example, `""ace""` is a subsequence of `""abcde""`.

A common subsequence of two strings is a subsequence that is common to both strings.


Example 1:
Input: text1 = ""abcde"", text2 = ""ace"" 
Output: 3  
Explanation: The longest common subsequence is ""ace"" and its length is 3.


Example 2:
Input: text1 = ""abc"", text2 = ""abc""
Output: 3
Explanation: The longest common subsequence is ""abc"" and its length is 3.


Example 3:
Input: text1 = ""abc"", text2 = ""def""
Output: 0
Explanation: There is no such common subsequence, so the result is 0.


Constraints:
`1 <= text1.length, text2.length <= 1000`
`text1` and `text2` consist of only lowercase English characters.",Medium,"def longestCommonSubsequence(text1, text2):
    # Get the lengths of the input strings
    m = len(text1)
    n = len(text2)
    
    # Create a 2D array to store the lengths of LCS
    dp = [[0] * (n + 1) for _ in range(m + 1)]
    
    # Fill the dp array
    for i in range(1, m + 1):
        for j in range(1, n + 1):
            if text1[i - 1] == text2[j - 1]:
                dp[i][j] = dp[i - 1][j - 1] + 1
            else:
                dp[i][j] = max(dp[i - 1][j], dp[i][j - 1])
    
    # The length of the longest common subsequence is in the bottom-right cell
    return dp[m][n]

# Example usage:
print(longestCommonSubsequence(""abcde"", ""ace""))  # Output: 3
print(longestCommonSubsequence(""abc"", ""abc""))    # Output: 3
print(longestCommonSubsequence(""abc"", ""def""))    # Output: 0"
Satisfiability of Equality Equations,"Given an array equations of strings that represent relationships between variables, each string `equations[i]` has length `4` and takes one of two different forms: `""a==b""` or `""a!=b""`.  Here, `a` and `b` are lowercase letters (not necessarily different) that represent one-letter variable names.

Return `true` if and only if it is possible to assign integers to variable names so as to satisfy all the given equations.


Example 1:
Input: [""a==b"",""b!=a""]
Output: false
Explanation: If we assign say, a = 1 and b = 1, then the first equation is satisfied, but not the second.  There is no way to assign the variables to satisfy both equations.


Example 2:
Input: [""b==a"",""a==b""]
Output: true
Explanation: We could assign a = 1 and b = 1 to satisfy both equations.


Example 3:
Input: [""a==b"",""b==c"",""a==c""]
Output: true

Example 4:
Input: [""a==b"",""b!=c"",""c==a""]
Output: false

Example 5:
Input: [""c==c"",""b==d"",""x!=z""]
Output: true
Note:
`1 <= equations.length <= 500`
`equations[i].length == 4`
`equations[i][0]` and `equations[i][3]` are lowercase letters
`equations[i][1]` is either `'='` or `'!'`
`equations[i][2]` is `'='`",Medium,"class UnionFind:
    def __init__(self, size):
        self.parent = list(range(size))
    
    def find(self, x):
        # Path compression
        while x != self.parent[x]:
            self.parent[x] = self.parent[self.parent[x]]
            x = self.parent[x]
        return x
    
    def union(self, x, y):
        rootX = self.find(x)
        rootY = self.find(y)
        if rootX != rootY:
            self.parent[rootY] = rootX

def equationsPossible(equations):
    uf = UnionFind(26)  # 26 letters in the alphabet
    
    # First pass: process all ""=="" equations
    for eq in equations:
        if eq[1] == '=':
            uf.union(ord(eq[0]) - ord('a'), ord(eq[3]) - ord('a'))
    
    # Second pass: process all ""!="" equations
    for eq in equations:
        if eq[1] == '!':
            if uf.find(ord(eq[0]) - ord('a')) == uf.find(ord(eq[3]) - ord('a')):
                return False
    
    return True

# Example usage:
print(equationsPossible([""a==b"", ""b!=a""]))  # Output: False
print(equationsPossible([""b==a"", ""a==b""]))  # Output: True
print(equationsPossible([""a==b"", ""b==c"", ""a==c""]))  # Output: True
print(equationsPossible([""a==b"", ""b!=c"", ""c==a""]))  # Output: False
print(equationsPossible([""c==c"", ""b==d"", ""x!=z""]))  # Output: True"
Check Completeness of a Binary Tree,"Given the `root` of a binary tree, determine if it is a complete binary tree.

In a complete binary tree, every level, except possibly the last, is completely filled, and all nodes in the last level are as far left as possible. It can have between `1` and `2h` nodes inclusive at the last level `h`.


Example 1:
Input: root = [1,2,3,4,5,6]
Output: true
Explanation: Every level before the last is full (ie. levels with node-values {1} and {2, 3}), and all nodes in the last level ({4, 5, 6}) are as far left as possible.


Example 2:
Input: root = [1,2,3,4,5,null,7]
Output: false
Explanation: The node with value 7 isn't as far left as possible.


Constraints:
The number of nodes in the tree is in the range `[1, 100]`.

`1 <= Node.val <= 1000`",Medium,"class TreeNode:
    def __init__(self, val=0, left=None, right=None):
        self.val = val
        self.left = left
        self.right = right

def is_complete_tree(root):
    if not root:
        return True
    
    # Initialize the queue with the root node
    queue = [root]
    end_of_complete = False
    
    while queue:
        node = queue.pop(0)
        
        if node.left:
            if end_of_complete:
                return False
            queue.append(node.left)
        else:
            end_of_complete = True
        
        if node.right:
            if end_of_complete:
                return False
            queue.append(node.right)
        else:
            end_of_complete = True
    
    return True

# Example usage:
# Construct the tree for example 1
root1 = TreeNode(1)
root1.left = TreeNode(2)
root1.right = TreeNode(3)
root1.left.left = TreeNode(4)
root1.left.right = TreeNode(5)
root1.right.left = TreeNode(6)

# Construct the tree for example 2
root2 = TreeNode(1)
root2.left = TreeNode(2)
root2.right = TreeNode(3)
root2.left.left = TreeNode(4)
root2.left.right = TreeNode(5)
root2.right.right = TreeNode(7)

print(is_complete_tree(root1))  # Output: True
print(is_complete_tree(root2))  # Output: False"
Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,"Given an array `nums` and an integer `target`.

Return the maximum number of non-empty non-overlapping subarrays such that the sum of values in each subarray is equal to `target`.


Example 1:
Input: nums = [1,1,1,1,1], target = 2
Output: 2
Explanation: There are 2 non-overlapping subarrays [1,1,1,1,1] with sum equals to target(2).


Example 2:
Input: nums = [-1,3,5,1,4,2,-9], target = 6
Output: 2
Explanation: There are 3 subarrays with sum equal to 6.

([5,1], [4,2], [3,5,1,4,2,-9]) but only the first 2 are non-overlapping.


Example 3:
Input: nums = [-2,6,6,3,5,4,1,2,8], target = 10
Output: 3

Example 4:
Input: nums = [0,0,0], target = 0
Output: 3

Constraints:
`1 <= nums.length <= 10^5`
`-10^4 <= nums[i] <= 10^4`
`0 <= target <= 10^6`",Medium,"def maxNonOverlapping(nums, target):
    prefix_sum = 0
    seen_sums = set()
    count = 0
    
    for num in nums:
        prefix_sum += num
        
        # Check if the current prefix sum is equal to the target
        if prefix_sum == target:
            count += 1
            seen_sums.clear()  # Clear seen sums to ensure non-overlapping
        else:
            # Check if there is a previous prefix sum that makes the current subarray sum to target
            if prefix_sum - target in seen_sums:
                count += 1
                seen_sums.clear()  # Clear seen sums to ensure non-overlapping
        
        # Add the current prefix sum to the set of seen sums
        seen_sums.add(prefix_sum)
    
    return count

# Example usage:
print(maxNonOverlapping([1,1,1,1,1], 2))  # Output: 2
print(maxNonOverlapping([-1,3,5,1,4,2,-9], 6))  # Output: 2
print(maxNonOverlapping([-2,6,6,3,5,4,1,2,8], 10))  # Output: 3
print(maxNonOverlapping([0,0,0], 0))  # Output: 3"
Find Nearest Right Node in Binary Tree,"Given the `root` of a binary tree and a node `u` in the tree, return the nearest node on the same level that is to the right of `u`, or return `null` if `u` is the rightmost node in its level.


Example 1:
Input: root = [1,2,3,null,4,5,6], u = 4
Output: 5
Explanation: The nearest node on the same level to the right of node 4 is node 5.


Example 2:
Input: root = [3,null,4,2], u = 2
Output: null
Explanation: There are no nodes to the right of 2.


Example 3:
Input: root = [1], u = 1
Output: null

Example 4:
Input: root = [3,4,2,null,null,null,1], u = 4
Output: 2

Constraints:
The number of nodes in the tree is in the range `[1, 105]`.

`1 <= Node.val <= 105`
All values in the tree are distinct.

`u` is a node in the binary tree rooted at `root`.",Medium,"class TreeNode:
    def __init__(self, val=0, left=None, right=None):
        self.val = val
        self.left = left
        self.right = right

def findNearestRightNode(root, u):
    if not root:
        return None
    
    # Initialize a queue for BFS
    queue = [root]
    
    while queue:
        level_size = len(queue)
        
        for i in range(level_size):
            node = queue.pop(0)
            
            # Check if the current node is u
            if node == u:
                # If u is not the last node in the current level, return the next node
                if i < level_size - 1:
                    return queue.pop(0)
                else:
                    return None
            
            # Enqueue left and right children
            if node.left:
                queue.append(node.left)
            if node.right:
                queue.append(node.right)
    
    return None

# Example usage:
# Construct the tree for Example 1
root = TreeNode(1)
root.left = TreeNode(2)
root.right = TreeNode(3)
root.left.right = TreeNode(4)
root.right.left = TreeNode(5)
root.right.right = TreeNode(6)

u = root.left.right  # Node with value 4
print(findNearestRightNode(root, u))  # Output: 5"
Put Boxes Into the Warehouse II,"You are given two arrays of positive integers, `boxes` and `warehouse`, representing the heights of some boxes of unit width and the heights of `n` rooms in a warehouse respectively. The warehouse's rooms are labeled from `0` to `n - 1` from left to right where `warehouse[i]` (0-indexed) is the height of the `ith` room.

Boxes are put into the warehouse by the following rules:
Boxes cannot be stacked.

You can rearrange the insertion order of the boxes.

Boxes can be pushed into the warehouse from either side (left or right)
If the height of some room in the warehouse is less than the height of a box, then that box and all other boxes behind it will be stopped before that room.

Return the maximum number of boxes you can put into the warehouse.


Example 1:
Input: boxes = [1,2,2,3,4], warehouse = [3,4,1,2]
Output: 4
Explanation:
We can store the boxes in the following order:
1- Put the yellow box in room 2 from either the left or right side.

2- Put the orange box in room 3 from the right side.

3- Put the green box in room 1 from the left side.

4- Put the red box in room 0 from the left side.

Notice that there are other valid ways to put 4 boxes such as swapping the red and green boxes or the red and orange boxes.


Example 2:
Input: boxes = [3,5,5,2], warehouse = [2,1,3,4,5]
Output: 3
Explanation:
It's not possible to put the two boxes of height 5 in the warehouse since there's only 1 room of height >= 5.

Other valid solutions are to put the green box in room 2 or to put the orange box first in room 2 before putting the green and red boxes.


Example 3:
Input: boxes = [1,2,3], warehouse = [1,2,3,4]
Output: 3

Example 4:
Input: boxes = [4,5,6], warehouse = [3,3,3,3,3]
Output: 0

Constraints:
`n == warehouse.length`
`1 <= boxes.length, warehouse.length <= 105`
`1 <= boxes[i], warehouse[i] <= 109`",Medium,"def max_boxes_in_warehouse(boxes, warehouse):
    # Sort the boxes in ascending order
    boxes.sort()
    
    # Precompute the minimum height from the left and right for each room
    min_left = [float('inf')] * len(warehouse)
    min_right = [float('inf')] * len(warehouse)
    
    # Compute minimum heights from the left
    current_min = float('inf')
    for i in range(len(warehouse)):
        current_min = min(current_min, warehouse[i])
        min_left[i] = current_min
    
    # Compute minimum heights from the right
    current_min = float('inf')
    for i in range(len(warehouse) - 1, -1, -1):
        current_min = min(current_min, warehouse[i])
        min_right[i] = current_min
    
    # Two pointers for the warehouse
    left = 0
    right = len(warehouse) - 1
    
    # Counter for the number of boxes placed
    placed_boxes = 0
    
    # Try to place each box
    for box in boxes:
        # Try placing the box from the left side
        while left <= right and box > min_left[left]:
            left += 1
        
        # If the box can be placed from the left, place it and move the pointer
        if left <= right:
            placed_boxes += 1
            left += 1
            continue
        
        # Try placing the box from the right side
        while left <= right and box > min_right[right]:
            right -= 1
        
        # If the box can be placed from the right, place it and move the pointer
        if left <= right:
            placed_boxes += 1
            right -= 1
    
    return placed_boxes

# Example usage:
print(max_boxes_in_warehouse([1, 2, 2, 3, 4], [3, 4, 1, 2]))  # Output: 4
print(max_boxes_in_warehouse([3, 5, 5, 2], [2, 1, 3, 4, 5]))  # Output: 3
print(max_boxes_in_warehouse([1, 2, 3], [1, 2, 3, 4]))  # Output: 3
print(max_boxes_in_warehouse([4, 5, 6], [3, 3, 3, 3, 3]))  # Output: 0"
Minimum Swaps to Group All 1's Together,"Given a binary array `data`, return the minimum number of swaps required to group all `1`’s present in the array together in any place in the array.


Example 1:
Input: data = [1,0,1,0,1]
Output: 1
Explanation: 
There are 3 ways to group all 1's together:
[1,1,1,0,0] using 1 swap.

[0,1,1,1,0] using 2 swaps.

[0,0,1,1,1] using 1 swap.

The minimum is 1.


Example 2:
Input: data = [0,0,0,1,0]
Output: 0
Explanation: 
Since there is only one 1 in the array, no swaps needed.


Example 3:
Input: data = [1,0,1,0,1,0,0,1,1,0,1]
Output: 3
Explanation: 
One possible solution that uses 3 swaps is [0,0,0,0,0,1,1,1,1,1,1].


Example 4:
Input: data = [1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1]
Output: 8

Constraints:
`1 <= data.length <= 105`
`data[i]` is `0` or `1`.",Medium,"def min_swaps_to_group_ones(data):
    # Step 1: Count the total number of 1's in the array
    total_ones = 0
    for num in data:
        if num == 1:
            total_ones += 1
    
    # If there are no 1's or only one 1, no swaps are needed
    if total_ones <= 1:
        return 0
    
    # Step 2: Initialize the sliding window
    window_size = total_ones
    max_zeros_in_window = 0
    current_zeros = 0
    
    # Step 3: Slide the window across the array
    for i in range(len(data)):
        # Add the current element to the window
        if data[i] == 0:
            current_zeros += 1
        
        # Remove the element that is left behind as the window slides
        if i >= window_size:
            if data[i - window_size] == 0:
                current_zeros -= 1
        
        # Update the maximum number of zeros found in any window
        max_zeros_in_window = max(max_zeros_in_window, current_zeros)
    
    # Step 4: The minimum number of swaps needed is the maximum number of zeros in any window
    return max_zeros_in_window

# Example usage:
print(min_swaps_to_group_ones([1, 0, 1, 0, 1]))  # Output: 1
print(min_swaps_to_group_ones([0, 0, 0, 1, 0]))  # Output: 0
print(min_swaps_to_group_ones([1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1]))  # Output: 3
print(min_swaps_to_group_ones([1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1]))  # Output: 8"
Minimum Remove to Make Valid Parentheses,"Given a string s of `'('` , `')'` and lowercase English characters. 
Your task is to remove the minimum number of parentheses ( `'('` or `')'`, in any positions ) so that the resulting parentheses string is valid and return any valid string.

Formally, a parentheses string is valid if and only if:
It is the empty string, contains only lowercase characters, or
It can be written as `AB` (`A` concatenated with `B`), where `A` and `B` are valid strings, or
It can be written as `(A)`, where `A` is a valid string.


Example 1:
Input: s = ""lee(t(c)o)de)""
Output: ""lee(t(c)o)de""
Explanation: ""lee(t(co)de)"" , ""lee(t(c)ode)"" would also be accepted.


Example 2:
Input: s = ""a)b(c)d""
Output: ""ab(c)d""

Example 3:
Input: s = ""))((""
Output: """"
Explanation: An empty string is also valid.


Example 4:
Input: s = ""(a(b(c)d)""
Output: ""a(b(c)d)""

Constraints:
`1 <= s.length <= 10^5`
`s[i]` is one of  `'('` , `')'` and lowercase English letters`.`",Medium,"def minRemoveToMakeValid(s):
    # First pass: Remove unmatched ')'
    result = []
    open_count = 0
    for char in s:
        if char == '(':
            open_count += 1
            result.append(char)
        elif char == ')':
            if open_count > 0:
                open_count -= 1
                result.append(char)
        else:
            result.append(char)

    # Second pass: Remove unmatched '('
    final_result = []
    close_count = 0
    for char in reversed(result):
        if char == ')':
            close_count += 1
            final_result.append(char)
        elif char == '(':
            if close_count > 0:
                close_count -= 1
                final_result.append(char)
        else:
            final_result.append(char)

    # The result is built in reverse order, so reverse it back
    final_result.reverse()
    return ''.join(final_result)

# Example usage:
print(minRemoveToMakeValid(""lee(t(c)o)de)""))  # Output: ""lee(t(c)o)de""
print(minRemoveToMakeValid(""a)b(c)d""))       # Output: ""ab(c)d""
print(minRemoveToMakeValid(""))((""))          # Output: """"
print(minRemoveToMakeValid(""(a(b(c)d)""))     # Output: ""a(b(c)d)"""
Trapping Rain Water,"Given `n` non-negative integers representing an elevation map where the width of each bar is `1`, compute how much water it can trap after raining.


Example 1:
Input: height = [0,1,0,2,1,0,1,3,2,1,2,1]
Output: 6
Explanation: The above elevation map (black section) is represented by array [0,1,0,2,1,0,1,3,2,1,2,1]. In this case, 6 units of rain water (blue section) are being trapped.


Example 2:
Input: height = [4,2,0,3,2,5]
Output: 9

Constraints:
`n == height.length`
`0 <= n <= 3 * 104`
`0 <= height[i] <= 105`",Hard,"def trap(height):
    if not height:
        return 0

    n = len(height)
    left_max = [0] * n
    right_max = [0] * n

    # Fill left_max array
    left_max[0] = height[0]
    for i in range(1, n):
        left_max[i] = max(left_max[i - 1], height[i])

    # Fill right_max array
    right_max[n - 1] = height[n - 1]
    for i in range(n - 2, -1, -1):
        right_max[i] = max(right_max[i + 1], height[i])

    # Calculate trapped water
    trapped_water = 0
    for i in range(n):
        water_level = min(left_max[i], right_max[i])
        trapped_water += max(water_level - height[i], 0)

    return trapped_water

# Example usage:
height1 = [0, 1, 0, 2, 1, 0, 1, 3, 2, 1, 2, 1]
print(trap(height1))  # Output: 6

height2 = [4, 2, 0, 3, 2, 5]
print(trap(height2))  # Output: 9"
Minimum Cost to Make at Least One Valid Path in a Grid,"Given a m x n `grid`. Each cell of the `grid` has a sign pointing to the next cell you should visit if you are currently in this cell. The sign of `grid[i][j]` can be:
1 which means go to the cell to the right. (i.e go from `grid[i][j]` to `grid[i][j + 1]`)
2 which means go to the cell to the left. (i.e go from `grid[i][j]` to `grid[i][j - 1]`)
3 which means go to the lower cell. (i.e go from `grid[i][j]` to `grid[i + 1][j]`)
4 which means go to the upper cell. (i.e go from `grid[i][j]` to `grid[i - 1][j]`)
Notice that there could be some invalid signs on the cells of the `grid` which points outside the `grid`.

You will initially start at the upper left cell `(0,0)`. A valid path in the grid is a path which starts from the upper left cell `(0,0)` and ends at the bottom-right cell `(m - 1, n - 1)` following the signs on the grid. The valid path doesn't have to be the shortest.

You can modify the sign on a cell with `cost = 1`. You can modify the sign on a cell one time only.

Return the minimum cost to make the grid have at least one valid path.


Example 1:
Input: grid = [[1,1,1,1],[2,2,2,2],[1,1,1,1],[2,2,2,2]]
Output: 3
Explanation: You will start at point (0, 0).

The path to (3, 3) is as follows. (0, 0) --> (0, 1) --> (0, 2) --> (0, 3) change the arrow to down with cost = 1 --> (1, 3) --> (1, 2) --> (1, 1) --> (1, 0) change the arrow to down with cost = 1 --> (2, 0) --> (2, 1) --> (2, 2) --> (2, 3) change the arrow to down with cost = 1 --> (3, 3)
The total cost = 3.


Example 2:
Input: grid = [[1,1,3],[3,2,2],[1,1,4]]
Output: 0
Explanation: You can follow the path from (0, 0) to (2, 2).


Example 3:
Input: grid = [[1,2],[4,3]]
Output: 1

Example 4:
Input: grid = [[2,2,2],[2,2,2]]
Output: 3

Example 5:
Input: grid = [[4]]
Output: 0

Constraints:
`m == grid.length`
`n == grid[i].length`
`1 <= m, n <= 100`",Hard,"def minCost(grid):
    import heapq
    
    m, n = len(grid), len(grid[0])
    
    # Directions for right, left, down, up
    directions = [(0, 1), (0, -1), (1, 0), (-1, 0)]
    
    # Priority queue to store (cost, i, j)
    pq = [(0, 0, 0)]
    
    # Distance array to store minimum cost to reach each cell
    dist = [[float('inf')] * n for _ in range(m)]
    dist[0][0] = 0
    
    while pq:
        cost, i, j = heapq.heappop(pq)
        
        # If we reached the bottom-right cell, return the cost
        if i == m - 1 and j == n - 1:
            return cost
        
        # Explore neighbors
        for d, (di, dj) in enumerate(directions):
            ni, nj = i + di, j + dj
            
            # Check if the neighbor is within bounds
            if 0 <= ni < m and 0 <= nj < n:
                # Calculate the new cost
                new_cost = cost + (1 if d != grid[i][j] - 1 else 0)
                
                # If the new cost is less than the stored cost, update and push to queue
                if new_cost < dist[ni][nj]:
                    dist[ni][nj] = new_cost
                    heapq.heappush(pq, (new_cost, ni, nj))
    
    # If we cannot reach the bottom-right cell, return -1 (though the problem guarantees a solution)
    return -1

# Example usage:
grid1 = [[1,1,1,1],[2,2,2,2],[1,1,1,1],[2,2,2,2]]
grid2 = [[1,1,3],[3,2,2],[1,1,4]]
grid3 = [[1,2],[4,3]]
grid4 = [[2,2,2],[2,2,2]]
grid5 = [[4]]

print(minCost(grid1))  # Output: 3
print(minCost(grid2))  # Output: 0
print(minCost(grid3))  # Output: 1
print(minCost(grid4))  # Output: 3
print(minCost(grid5))  # Output: 0"
Pizza With 3n Slices,"There is a pizza with 3n slices of varying size, you and your friends will take slices of pizza as follows:
You will pick any pizza slice.

Your friend Alice will pick next slice in anti clockwise direction of your pick. 
Your friend Bob will pick next slice in clockwise direction of your pick.

Repeat until there are no more slices of pizzas.

Sizes of Pizza slices is represented by circular array `slices` in clockwise direction.

Return the maximum possible sum of slice sizes which you can have.


Example 1:
Input: slices = [1,2,3,4,5,6]
Output: 10
Explanation: Pick pizza slice of size 4, Alice and Bob will pick slices with size 3 and 5 respectively. Then Pick slices with size 6, finally Alice and Bob will pick slice of size 2 and 1 respectively. Total = 4 + 6.


Example 2:
Input: slices = [8,9,8,6,1,1]
Output: 16
Output: Pick pizza slice of size 8 in each turn. If you pick slice with size 9 your partners will pick slices of size 8.

Example 3:
Input: slices = [4,1,2,5,8,3,1,9,7]
Output: 21

Example 4:
Input: slices = [3,1,2]
Output: 3

Constraints:
`1 <= slices.length <= 500`
`slices.length % 3 == 0`
`1 <= slices[i] <= 1000`",Hard,"def maxSizeSlices(slices):
    def maxSum(slices, n, k):
        # Initialize DP table
        dp = [[0] * (k + 1) for _ in range(n + 1)]
        
        # Fill the DP table
        for i in range(1, n + 1):
            for j in range(1, k + 1):
                # Option 1: Do not take the current slice
                dp[i][j] = dp[i - 1][j]
                # Option 2: Take the current slice, but skip the previous one
                if i > 1:
                    dp[i][j] = max(dp[i][j], dp[i - 2][j - 1] + slices[i - 1])
        
        return dp[n][k]
    
    n = len(slices)
    k = n // 3
    
    # Calculate the maximum sum excluding the first slice
    max1 = maxSum(slices[1:], n - 1, k)
    
    # Calculate the maximum sum excluding the last slice
    max2 = maxSum(slices[:-1], n - 1, k)
    
    # Return the maximum of the two results
    return max(max1, max2)

# Example usage:
print(maxSizeSlices([1, 2, 3, 4, 5, 6]))  # Output: 10
print(maxSizeSlices([8, 9, 8, 6, 1, 1]))  # Output: 16
print(maxSizeSlices([4, 1, 2, 5, 8, 3, 1, 9, 7]))  # Output: 21
print(maxSizeSlices([3, 1, 2]))  # Output: 3"
Number of Ways to Wear Different Hats to Each Other,"There are `n` people and 40 types of hats labeled from 1 to 40.

Given a list of list of integers `hats`, where `hats[i]` is a list of all hats preferred by the i-th` person.

Return the number of ways that the n people wear different hats to each other.

Since the answer may be too large, return it modulo `10^9 + 7`.


Example 1:
Input: hats = [[3,4],[4,5],[5]]
Output: 1
Explanation: There is only one way to choose hats given the conditions. 
First person choose hat 3, Second person choose hat 4 and last one hat 5.


Example 2:
Input: hats = [[3,5,1],[3,5]]
Output: 4
Explanation: There are 4 ways to choose hats
(3,5), (5,3), (1,3) and (1,5)

Example 3:
Input: hats = [[1,2,3,4],[1,2,3,4],[1,2,3,4],[1,2,3,4]]
Output: 24
Explanation: Each person can choose hats labeled from 1 to 4.

Number of Permutations of (1,2,3,4) = 24.


Example 4:
Input: hats = [[1,2,3],[2,3,5,6],[1,3,7,9],[1,8,9],[2,5,7]]
Output: 111

Constraints:
`n == hats.length`
`1 <= n <= 10`
`1 <= hats[i].length <= 40`
`1 <= hats[i][j] <= 40`
`hats[i]` contains a list of unique integers.",Hard,"def numberWays(hats):
    MOD = 10**9 + 7
    n = len(hats)
    
    # Create a list of people who like each hat
    hat_to_people = [[] for _ in range(41)]
    for i in range(n):
        for hat in hats[i]:
            hat_to_people[hat].append(i)
    
    # Initialize the DP table
    dp = [[0] * 41 for _ in range(1 << n)]
    dp[0][0] = 1
    
    # Fill the DP table
    for hat in range(1, 41):
        for mask in range(1 << n):
            dp[mask][hat] = dp[mask][hat - 1]
            for person in hat_to_people[hat]:
                if mask & (1 << person) == 0:
                    new_mask = mask | (1 << person)
                    dp[new_mask][hat] = (dp[new_mask][hat] + dp[mask][hat - 1]) % MOD
    
    # The result is the number of ways to assign hats to all people using all hats
    return dp[(1 << n) - 1][40]

# Example usage:
print(numberWays([[3,4],[4,5],[5]]))  # Output: 1
print(numberWays([[3,5,1],[3,5]]))     # Output: 4
print(numberWays([[1,2,3,4],[1,2,3,4],[1,2,3,4],[1,2,3,4]]))  # Output: 24
print(numberWays([[1,2,3],[2,3,5,6],[1,3,7,9],[1,8,9],[2,5,7]]))  # Output: 111"
