title,description,difficulty,solution
Maximum Subarray Sum After One Operation,"You are given an integer array `nums`. You must perform exactly one operation where you can replace one element `nums[i]` with `nums[i] * nums[i]`. 
Return the maximum possible subarray sum after exactly one operation. The subarray must be non-empty.


Example 1:
Input: nums = [2,-1,-4,-3]
Output: 17
Explanation: You can perform the operation on index 2 (0-indexed) to make nums = [2,-1,16,-3]. Now, the maximum subarray sum is 2 + -1 + 16 = 17.


Example 2:
Input: nums = [1,-1,1,1,-1,-1,1]
Output: 4
Explanation: You can perform the operation on index 1 (0-indexed) to make nums = [1,1,1,1,-1,-1,1]. Now, the maximum subarray sum is 1 + 1 + 1 + 1 = 4.


Constraints:
`1 <= nums.length <= 105`
`-104 <= nums[i] <= 104`",Medium,"function maxSubarraySumAfterOperation(nums: number[]): number {
    if (nums.length === 0) return 0;

    let max_ending_here = nums[0];
    let max_ending_here_with_op = nums[0] * nums[0];
    let max_so_far = Math.max(max_ending_here, max_ending_here_with_op);

    for (let i = 1; i < nums.length; i++) {
        const num = nums[i];
        const squared_num = num * num;

        // Update max_ending_here
        max_ending_here = Math.max(num, max_ending_here + num);

        // Update max_ending_here_with_op
        max_ending_here_with_op = Math.max(
            squared_num,
            max_ending_here + squared_num,
            max_ending_here_with_op + num
        );

        // Update max_so_far
        max_so_far = Math.max(max_so_far, max_ending_here, max_ending_here_with_op);
    }

    return max_so_far;
}

// Example usage:
console.log(maxSubarraySumAfterOperation([2, -1, -4, -3])); // Output: 17
console.log(maxSubarraySumAfterOperation([1, -1, 1, 1, -1, -1, 1])); // Output: 4"
Walls and Gates,"You are given an `m x n` grid `rooms` initialized with these three possible values.

`-1` A wall or an obstacle.

`0` A gate.

`INF` Infinity means an empty room. We use the value `231 - 1 = 2147483647` to represent `INF` as you may assume that the distance to a gate is less than `2147483647`.

Fill each empty room with the distance to its nearest gate. If it is impossible to reach a gate, it should be filled with `INF`.


Example 1:
Input: rooms = [[2147483647,-1,0,2147483647],[2147483647,2147483647,2147483647,-1],[2147483647,-1,2147483647,-1],[0,-1,2147483647,2147483647]]
Output: [[3,-1,0,1],[2,2,1,-1],[1,-1,2,-1],[0,-1,3,4]]

Example 2:
Input: rooms = [[-1]]
Output: [[-1]]

Example 3:
Input: rooms = [[2147483647]]
Output: [[2147483647]]

Example 4:
Input: rooms = [[0]]
Output: [[0]]

Constraints:
`m == rooms.length`
`n == rooms[i].length`
`1 <= m, n <= 250`
`rooms[i][j]` is `-1`, `0`, or `231 - 1`.",Medium,"function wallsAndGates(rooms: number[][]): void {
    const INF = 2147483647;
    const directions = [
        [0, 1],  // right
        [1, 0],  // down
        [0, -1], // left
        [-1, 0]  // up
    ];

    const numRows = rooms.length;
    if (numRows === 0) return;
    const numCols = rooms[0].length;

    // Step 1: Identify all gates and add them to the queue
    const queue: [number, number][] = [];
    for (let row = 0; row < numRows; row++) {
        for (let col = 0; col < numCols; col++) {
            if (rooms[row][col] === 0) {
                queue.push([row, col]);
            }
        }
    }

    // Step 2: Perform BFS from all gates
    while (queue.length > 0) {
        const [currentRow, currentCol] = queue.shift()!;
        const currentDistance = rooms[currentRow][currentCol];

        for (const [dRow, dCol] of directions) {
            const newRow = currentRow + dRow;
            const newCol = currentCol + dCol;

            if (newRow >= 0 && newRow < numRows &&
                newCol >= 0 && newCol < numCols &&
                rooms[newRow][newCol] === INF) {
                
                rooms[newRow][newCol] = currentDistance + 1;
                queue.push([newRow, newCol]);
            }
        }
    }
}

// Example usage:
const rooms1 = [
    [2147483647, -1, 0, 2147483647],
    [2147483647, 2147483647, 2147483647, -1],
    [2147483647, -1, 2147483647, -1],
    [0, -1, 2147483647, 2147483647]
];
wallsAndGates(rooms1);
console.log(rooms1);

const rooms2 = [[-1]];
wallsAndGates(rooms2);
console.log(rooms2);

const rooms3 = [[2147483647]];
wallsAndGates(rooms3);
console.log(rooms3);

const rooms4 = [[0]];
wallsAndGates(rooms4);
console.log(rooms4);"
Longest Common Subsequence,"Given two strings `text1` and `text2`, return the length of their longest common subsequence. If there is no common subsequence, return `0`.

A subsequence of a string is a new string generated from the original string with some characters (can be none) deleted without changing the relative order of the remaining characters.

For example, `""ace""` is a subsequence of `""abcde""`.

A common subsequence of two strings is a subsequence that is common to both strings.


Example 1:
Input: text1 = ""abcde"", text2 = ""ace"" 
Output: 3  
Explanation: The longest common subsequence is ""ace"" and its length is 3.


Example 2:
Input: text1 = ""abc"", text2 = ""abc""
Output: 3
Explanation: The longest common subsequence is ""abc"" and its length is 3.


Example 3:
Input: text1 = ""abc"", text2 = ""def""
Output: 0
Explanation: There is no such common subsequence, so the result is 0.


Constraints:
`1 <= text1.length, text2.length <= 1000`
`text1` and `text2` consist of only lowercase English characters.",Medium,"function longestCommonSubsequence(text1: string, text2: string): number {
    const m = text1.length;
    const n = text2.length;
    
    // Initialize the DP table
    const dp: number[][] = Array.from({ length: m + 1 }, () => Array(n + 1).fill(0));
    
    // Fill the DP table
    for (let i = 1; i <= m; i++) {
        for (let j = 1; j <= n; j++) {
            if (text1[i - 1] === text2[j - 1]) {
                dp[i][j] = dp[i - 1][j - 1] + 1;
            } else {
                dp[i][j] = Math.max(dp[i - 1][j], dp[i][j - 1]);
            }
        }
    }
    
    // The length of the longest common subsequence
    return dp[m][n];
}

// Example usage:
console.log(longestCommonSubsequence(""abcde"", ""ace"")); // Output: 3
console.log(longestCommonSubsequence(""abc"", ""abc""));   // Output: 3
console.log(longestCommonSubsequence(""abc"", ""def""));   // Output: 0"
Satisfiability of Equality Equations,"Given an array equations of strings that represent relationships between variables, each string `equations[i]` has length `4` and takes one of two different forms: `""a==b""` or `""a!=b""`.  Here, `a` and `b` are lowercase letters (not necessarily different) that represent one-letter variable names.

Return `true` if and only if it is possible to assign integers to variable names so as to satisfy all the given equations.


Example 1:
Input: [""a==b"",""b!=a""]
Output: false
Explanation: If we assign say, a = 1 and b = 1, then the first equation is satisfied, but not the second.  There is no way to assign the variables to satisfy both equations.


Example 2:
Input: [""b==a"",""a==b""]
Output: true
Explanation: We could assign a = 1 and b = 1 to satisfy both equations.


Example 3:
Input: [""a==b"",""b==c"",""a==c""]
Output: true

Example 4:
Input: [""a==b"",""b!=c"",""c==a""]
Output: false

Example 5:
Input: [""c==c"",""b==d"",""x!=z""]
Output: true
Note:
`1 <= equations.length <= 500`
`equations[i].length == 4`
`equations[i][0]` and `equations[i][3]` are lowercase letters
`equations[i][1]` is either `'='` or `'!'`
`equations[i][2]` is `'='`",Medium,"class UnionFind {
    parent: number[];

    constructor(size: number) {
        this.parent = new Array(size);
        for (let i = 0; i < size; i++) {
            this.parent[i] = i;
        }
    }

    find(x: number): number {
        if (this.parent[x] !== x) {
            this.parent[x] = this.find(this.parent[x]); // Path compression
        }
        return this.parent[x];
    }

    union(x: number, y: number): void {
        const rootX = this.find(x);
        const rootY = this.find(y);
        if (rootX !== rootY) {
            this.parent[rootX] = rootY;
        }
    }
}

function equationsPossible(equations: string[]): boolean {
    const uf = new UnionFind(26);

    // First pass: process all ""=="" equations
    for (const equation of equations) {
        if (equation[1] === '=') {
            const a = equation.charCodeAt(0) - 'a'.charCodeAt(0);
            const b = equation.charCodeAt(3) - 'a'.charCodeAt(0);
            uf.union(a, b);
        }
    }

    // Second pass: process all ""!="" equations
    for (const equation of equations) {
        if (equation[1] === '!') {
            const a = equation.charCodeAt(0) - 'a'.charCodeAt(0);
            const b = equation.charCodeAt(3) - 'a'.charCodeAt(0);
            if (uf.find(a) === uf.find(b)) {
                return false;
            }
        }
    }

    return true;
}

// Example usage:
console.log(equationsPossible([""a==b"", ""b!=a""])); // Output: false
console.log(equationsPossible([""b==a"", ""a==b""])); // Output: true
console.log(equationsPossible([""a==b"", ""b==c"", ""a==c""])); // Output: true
console.log(equationsPossible([""a==b"", ""b!=c"", ""c==a""])); // Output: false
console.log(equationsPossible([""c==c"", ""b==d"", ""x!=z""])); // Output: true"
Check Completeness of a Binary Tree,"Given the `root` of a binary tree, determine if it is a complete binary tree.

In a complete binary tree, every level, except possibly the last, is completely filled, and all nodes in the last level are as far left as possible. It can have between `1` and `2h` nodes inclusive at the last level `h`.


Example 1:
Input: root = [1,2,3,4,5,6]
Output: true
Explanation: Every level before the last is full (ie. levels with node-values {1} and {2, 3}), and all nodes in the last level ({4, 5, 6}) are as far left as possible.


Example 2:
Input: root = [1,2,3,4,5,null,7]
Output: false
Explanation: The node with value 7 isn't as far left as possible.


Constraints:
The number of nodes in the tree is in the range `[1, 100]`.

`1 <= Node.val <= 1000`",Medium,"class TreeNode {
    val: number;
    left: TreeNode | null;
    right: TreeNode | null;

    constructor(val?: number, left?: TreeNode | null, right?: TreeNode | null) {
        this.val = (val===undefined ? 0 : val);
        this.left = (left===undefined ? null : left);
        this.right = (right===undefined ? null : right);
    }
}

function isCompleteTree(root: TreeNode | null): boolean {
    if (!root) return true;

    const queue: TreeNode[] = [];
    let encounteredMissingChild = false;

    queue.push(root);

    while (queue.length > 0) {
        const currentNode = queue.shift()!;

        if (currentNode.left) {
            if (encounteredMissingChild) {
                return false; // Found a node with a child after a missing child
            }
            queue.push(currentNode.left);
        } else {
            encounteredMissingChild = true;
        }

        if (currentNode.right) {
            if (encounteredMissingChild) {
                return false; // Found a node with a child after a missing child
            }
            queue.push(currentNode.right);
        } else {
            encounteredMissingChild = true;
        }
    }

    return true;
}"
Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,"Given an array `nums` and an integer `target`.

Return the maximum number of non-empty non-overlapping subarrays such that the sum of values in each subarray is equal to `target`.


Example 1:
Input: nums = [1,1,1,1,1], target = 2
Output: 2
Explanation: There are 2 non-overlapping subarrays [1,1,1,1,1] with sum equals to target(2).


Example 2:
Input: nums = [-1,3,5,1,4,2,-9], target = 6
Output: 2
Explanation: There are 3 subarrays with sum equal to 6.

([5,1], [4,2], [3,5,1,4,2,-9]) but only the first 2 are non-overlapping.


Example 3:
Input: nums = [-2,6,6,3,5,4,1,2,8], target = 10
Output: 3

Example 4:
Input: nums = [0,0,0], target = 0
Output: 3

Constraints:
`1 <= nums.length <= 10^5`
`-10^4 <= nums[i] <= 10^4`
`0 <= target <= 10^6`",Medium,"function maxNonOverlapping(nums: number[], target: number): number {
    let current_sum = 0;
    const seen_sums = new Set<number>();
    let count = 0;

    for (let i = 0; i < nums.length; i++) {
        current_sum += nums[i];

        // Check if the current sum is equal to the target
        if (current_sum === target) {
            count++;
            current_sum = 0;
            seen_sums.clear();
            continue;
        }

        // Check if there is a prefix sum that makes the current subarray sum to target
        if (seen_sums.has(current_sum - target)) {
            count++;
            current_sum = 0;
            seen_sums.clear();
            continue;
        }

        // Add the current sum to the set of seen sums
        seen_sums.add(current_sum);
    }

    return count;
}

// Example usage:
console.log(maxNonOverlapping([1, 1, 1, 1, 1], 2)); // Output: 2
console.log(maxNonOverlapping([-1, 3, 5, 1, 4, 2, -9], 6)); // Output: 2
console.log(maxNonOverlapping([-2, 6, 6, 3, 5, 4, 1, 2, 8], 10)); // Output: 3
console.log(maxNonOverlapping([0, 0, 0], 0)); // Output: 3"
Find Nearest Right Node in Binary Tree,"Given the `root` of a binary tree and a node `u` in the tree, return the nearest node on the same level that is to the right of `u`, or return `null` if `u` is the rightmost node in its level.


Example 1:
Input: root = [1,2,3,null,4,5,6], u = 4
Output: 5
Explanation: The nearest node on the same level to the right of node 4 is node 5.


Example 2:
Input: root = [3,null,4,2], u = 2
Output: null
Explanation: There are no nodes to the right of 2.


Example 3:
Input: root = [1], u = 1
Output: null

Example 4:
Input: root = [3,4,2,null,null,null,1], u = 4
Output: 2

Constraints:
The number of nodes in the tree is in the range `[1, 105]`.

`1 <= Node.val <= 105`
All values in the tree are distinct.

`u` is a node in the binary tree rooted at `root`.",Medium,"class TreeNode {
    val: number;
    left: TreeNode | null;
    right: TreeNode | null;
    constructor(val?: number, left?: TreeNode | null, right?: TreeNode | null) {
        this.val = (val===undefined ? 0 : val);
        this.left = (left===undefined ? null : left);
        this.right = (right===undefined ? null : right);
    }
}

function findNearestRightNode(root: TreeNode | null, u: TreeNode): TreeNode | null {
    if (!root) return null;

    // Initialize a queue for BFS
    const queue: TreeNode[] = [root];

    while (queue.length > 0) {
        const levelSize = queue.length;

        for (let i = 0; i < levelSize; i++) {
            const currentNode = queue.shift()!;

            // Check if the current node is u
            if (currentNode === u) {
                // If u is found and it's not the last node in the level, return the next node
                if (i < levelSize - 1) {
                    return queue.shift()!;
                } else {
                    // If u is the last node in the level, return null
                    return null;
                }
            }

            // Add the children of the current node to the queue
            if (currentNode.left) {
                queue.push(currentNode.left);
            }
            if (currentNode.right) {
                queue.push(currentNode.right);
            }
        }
    }

    // If u is not found in the tree, return null (though the problem guarantees u is in the tree)
    return null;
}"
Put Boxes Into the Warehouse II,"You are given two arrays of positive integers, `boxes` and `warehouse`, representing the heights of some boxes of unit width and the heights of `n` rooms in a warehouse respectively. The warehouse's rooms are labeled from `0` to `n - 1` from left to right where `warehouse[i]` (0-indexed) is the height of the `ith` room.

Boxes are put into the warehouse by the following rules:
Boxes cannot be stacked.

You can rearrange the insertion order of the boxes.

Boxes can be pushed into the warehouse from either side (left or right)
If the height of some room in the warehouse is less than the height of a box, then that box and all other boxes behind it will be stopped before that room.

Return the maximum number of boxes you can put into the warehouse.


Example 1:
Input: boxes = [1,2,2,3,4], warehouse = [3,4,1,2]
Output: 4
Explanation:
We can store the boxes in the following order:
1- Put the yellow box in room 2 from either the left or right side.

2- Put the orange box in room 3 from the right side.

3- Put the green box in room 1 from the left side.

4- Put the red box in room 0 from the left side.

Notice that there are other valid ways to put 4 boxes such as swapping the red and green boxes or the red and orange boxes.


Example 2:
Input: boxes = [3,5,5,2], warehouse = [2,1,3,4,5]
Output: 3
Explanation:
It's not possible to put the two boxes of height 5 in the warehouse since there's only 1 room of height >= 5.

Other valid solutions are to put the green box in room 2 or to put the orange box first in room 2 before putting the green and red boxes.


Example 3:
Input: boxes = [1,2,3], warehouse = [1,2,3,4]
Output: 3

Example 4:
Input: boxes = [4,5,6], warehouse = [3,3,3,3,3]
Output: 0

Constraints:
`n == warehouse.length`
`1 <= boxes.length, warehouse.length <= 105`
`1 <= boxes[i], warehouse[i] <= 109`",Medium,"function maxBoxesInWarehouse(boxes: number[], warehouse: number[]): number {
    const n = warehouse.length;
    
    // Preprocess the warehouse heights
    const leftMinHeights = new Array(n).fill(Number.MAX_SAFE_INTEGER);
    const rightMinHeights = new Array(n).fill(Number.MAX_SAFE_INTEGER);
    
    leftMinHeights[0] = warehouse[0];
    for (let i = 1; i < n; i++) {
        leftMinHeights[i] = Math.min(leftMinHeights[i - 1], warehouse[i]);
    }
    
    rightMinHeights[n - 1] = warehouse[n - 1];
    for (let i = n - 2; i >= 0; i--) {
        rightMinHeights[i] = Math.min(rightMinHeights[i + 1], warehouse[i]);
    }
    
    const effectiveHeights = new Array(n);
    for (let i = 0; i < n; i++) {
        effectiveHeights[i] = Math.max(leftMinHeights[i], rightMinHeights[i]);
    }
    
    // Sort the boxes in ascending order
    boxes.sort((a, b) => a - b);
    
    let boxIndex = 0;
    let left = 0;
    let right = n - 1;
    let insertedBoxes = 0;
    
    while (boxIndex < boxes.length && left <= right) {
        if (boxes[boxIndex] <= effectiveHeights[left]) {
            insertedBoxes++;
            boxIndex++;
            left++;
        } else if (boxes[boxIndex] <= effectiveHeights[right]) {
            insertedBoxes++;
            boxIndex++;
            right--;
        } else {
            // If neither end can accommodate the current box, try the next one
            boxIndex++;
        }
    }
    
    return insertedBoxes;
}

// Example usage:
console.log(maxBoxesInWarehouse([1, 2, 2, 3, 4], [3, 4, 1, 2])); // Output: 4
console.log(maxBoxesInWarehouse([3, 5, 5, 2], [2, 1, 3, 4, 5])); // Output: 3
console.log(maxBoxesInWarehouse([1, 2, 3], [1, 2, 3, 4])); // Output: 3
console.log(maxBoxesInWarehouse([4, 5, 6], [3, 3, 3, 3, 3])); // Output: 0"
Minimum Swaps to Group All 1's Together,"Given a binary array `data`, return the minimum number of swaps required to group all `1`’s present in the array together in any place in the array.


Example 1:
Input: data = [1,0,1,0,1]
Output: 1
Explanation: 
There are 3 ways to group all 1's together:
[1,1,1,0,0] using 1 swap.

[0,1,1,1,0] using 2 swaps.

[0,0,1,1,1] using 1 swap.

The minimum is 1.


Example 2:
Input: data = [0,0,0,1,0]
Output: 0
Explanation: 
Since there is only one 1 in the array, no swaps needed.


Example 3:
Input: data = [1,0,1,0,1,0,0,1,1,0,1]
Output: 3
Explanation: 
One possible solution that uses 3 swaps is [0,0,0,0,0,1,1,1,1,1,1].


Example 4:
Input: data = [1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1]
Output: 8

Constraints:
`1 <= data.length <= 105`
`data[i]` is `0` or `1`.",Medium,"function minSwaps(data: number[]): number {
    // Step 1: Count the total number of 1s in the array
    let totalOnes = 0;
    for (let i = 0; i < data.length; i++) {
        if (data[i] === 1) {
            totalOnes++;
        }
    }

    // If there are no 1s or only one 1, no swaps are needed
    if (totalOnes <= 1) {
        return 0;
    }

    // Step 2: Initialize variables for the sliding window
    let maxOnesInWindow = 0;
    let currentOnesInWindow = 0;

    // Step 3: Use the sliding window technique
    for (let i = 0; i < data.length; i++) {
        // Add the current element to the window
        if (data[i] === 1) {
            currentOnesInWindow++;
        }

        // Remove the element that is left out of the window
        if (i >= totalOnes && data[i - totalOnes] === 1) {
            currentOnesInWindow--;
        }

        // Update the maximum number of 1s found in any window
        if (currentOnesInWindow > maxOnesInWindow) {
            maxOnesInWindow = currentOnesInWindow;
        }
    }

    // Step 4: Calculate the minimum number of swaps
    return totalOnes - maxOnesInWindow;
}

// Example usage:
console.log(minSwaps([1, 0, 1, 0, 1])); // Output: 1
console.log(minSwaps([0, 0, 0, 1, 0])); // Output: 0
console.log(minSwaps([1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1])); // Output: 3
console.log(minSwaps([1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1])); // Output: 8"
Minimum Remove to Make Valid Parentheses,"Given a string s of `'('` , `')'` and lowercase English characters. 
Your task is to remove the minimum number of parentheses ( `'('` or `')'`, in any positions ) so that the resulting parentheses string is valid and return any valid string.

Formally, a parentheses string is valid if and only if:
It is the empty string, contains only lowercase characters, or
It can be written as `AB` (`A` concatenated with `B`), where `A` and `B` are valid strings, or
It can be written as `(A)`, where `A` is a valid string.


Example 1:
Input: s = ""lee(t(c)o)de)""
Output: ""lee(t(c)o)de""
Explanation: ""lee(t(co)de)"" , ""lee(t(c)ode)"" would also be accepted.


Example 2:
Input: s = ""a)b(c)d""
Output: ""ab(c)d""

Example 3:
Input: s = ""))((""
Output: """"
Explanation: An empty string is also valid.


Example 4:
Input: s = ""(a(b(c)d)""
Output: ""a(b(c)d)""

Constraints:
`1 <= s.length <= 10^5`
`s[i]` is one of  `'('` , `')'` and lowercase English letters`.`",Medium,"function minRemoveToMakeValid(s: string): string {
    let result = Array.from(s);
    let balance = 0;

    // First pass: left to right
    for (let i = 0; i < result.length; i++) {
        if (result[i] === '(') {
            balance++;
        } else if (result[i] === ')') {
            if (balance > 0) {
                balance--;
            } else {
                result[i] = ''; // Mark for removal
            }
        }
    }

    // Second pass: right to left
    balance = 0;
    for (let i = result.length - 1; i >= 0; i--) {
        if (result[i] === ')') {
            balance++;
        } else if (result[i] === '(') {
            if (balance > 0) {
                balance--;
            } else {
                result[i] = ''; // Mark for removal
            }
        }
    }

    // Construct the final result string
    return result.join('');
}

// Example usage:
console.log(minRemoveToMakeValid(""lee(t(c)o)de)"")); // Output: ""lee(t(c)o)de""
console.log(minRemoveToMakeValid(""a)b(c)d""));       // Output: ""ab(c)d""
console.log(minRemoveToMakeValid(""))((""));          // Output: """"
console.log(minRemoveToMakeValid(""(a(b(c)d)""));     // Output: ""a(b(c)d)"""
Trapping Rain Water,"Given `n` non-negative integers representing an elevation map where the width of each bar is `1`, compute how much water it can trap after raining.


Example 1:
Input: height = [0,1,0,2,1,0,1,3,2,1,2,1]
Output: 6
Explanation: The above elevation map (black section) is represented by array [0,1,0,2,1,0,1,3,2,1,2,1]. In this case, 6 units of rain water (blue section) are being trapped.


Example 2:
Input: height = [4,2,0,3,2,5]
Output: 9

Constraints:
`n == height.length`
`0 <= n <= 3 * 104`
`0 <= height[i] <= 105`",Hard,"function trap(height: number[]): number {
    if (height.length === 0) return 0;

    let left = 0;
    let right = height.length - 1;
    let maxLeft = 0;
    let maxRight = 0;
    let totalWater = 0;

    while (left < right) {
        if (height[left] <= height[right]) {
            if (height[left] >= maxLeft) {
                maxLeft = height[left];
            } else {
                totalWater += maxLeft - height[left];
            }
            left++;
        } else {
            if (height[right] >= maxRight) {
                maxRight = height[right];
            } else {
                totalWater += maxRight - height[right];
            }
            right--;
        }
    }

    return totalWater;
}

// Example usage:
console.log(trap([0, 1, 0, 2, 1, 0, 1, 3, 2, 1, 2, 1])); // Output: 6
console.log(trap([4, 2, 0, 3, 2, 5])); // Output: 9"
Minimum Cost to Make at Least One Valid Path in a Grid,"Given a m x n `grid`. Each cell of the `grid` has a sign pointing to the next cell you should visit if you are currently in this cell. The sign of `grid[i][j]` can be:
1 which means go to the cell to the right. (i.e go from `grid[i][j]` to `grid[i][j + 1]`)
2 which means go to the cell to the left. (i.e go from `grid[i][j]` to `grid[i][j - 1]`)
3 which means go to the lower cell. (i.e go from `grid[i][j]` to `grid[i + 1][j]`)
4 which means go to the upper cell. (i.e go from `grid[i][j]` to `grid[i - 1][j]`)
Notice that there could be some invalid signs on the cells of the `grid` which points outside the `grid`.

You will initially start at the upper left cell `(0,0)`. A valid path in the grid is a path which starts from the upper left cell `(0,0)` and ends at the bottom-right cell `(m - 1, n - 1)` following the signs on the grid. The valid path doesn't have to be the shortest.

You can modify the sign on a cell with `cost = 1`. You can modify the sign on a cell one time only.

Return the minimum cost to make the grid have at least one valid path.


Example 1:
Input: grid = [[1,1,1,1],[2,2,2,2],[1,1,1,1],[2,2,2,2]]
Output: 3
Explanation: You will start at point (0, 0).

The path to (3, 3) is as follows. (0, 0) --> (0, 1) --> (0, 2) --> (0, 3) change the arrow to down with cost = 1 --> (1, 3) --> (1, 2) --> (1, 1) --> (1, 0) change the arrow to down with cost = 1 --> (2, 0) --> (2, 1) --> (2, 2) --> (2, 3) change the arrow to down with cost = 1 --> (3, 3)
The total cost = 3.


Example 2:
Input: grid = [[1,1,3],[3,2,2],[1,1,4]]
Output: 0
Explanation: You can follow the path from (0, 0) to (2, 2).


Example 3:
Input: grid = [[1,2],[4,3]]
Output: 1

Example 4:
Input: grid = [[2,2,2],[2,2,2]]
Output: 3

Example 5:
Input: grid = [[4]]
Output: 0

Constraints:
`m == grid.length`
`n == grid[i].length`
`1 <= m, n <= 100`",Hard,"type Cell = [number, number, number]; // [cost, i, j]

function minCost(grid: number[][]): number {
    const m = grid.length;
    const n = grid[0].length;
    
    // Directions mapping: [right, left, down, up]
    const directions = [
        [0, 1],  // right
        [0, -1], // left
        [1, 0],  // down
        [-1, 0]  // up
    ];
    
    // Priority queue initialization
    const pq: Cell[] = [];
    const dist: number[][] = Array.from({ length: m }, () => Array(n).fill(Infinity));
    
    // Start from the top-left corner
    dist[0][0] = 0;
    pq.push([0, 0, 0]);
    
    while (pq.length > 0) {
        // Extract the cell with the smallest cost
        let [cost, i, j] = pq.shift()!;
        
        // Skip if the current cost is greater than the recorded cost
        if (cost > dist[i][j]) continue;
        
        // Explore neighbors
        for (let k = 0; k < 4; k++) {
            const [di, dj] = directions[k];
            const ni = i + di;
            const nj = j + dj;
            
            // Check if the neighbor is within bounds
            if (ni >= 0 && ni < m && nj >= 0 && nj < n) {
                let newCost = cost;
                
                // If the direction does not match the current sign, add a cost of 1
                if (k + 1 !== grid[i][j]) {
                    newCost += 1;
                }
                
                // Update the cost if it's cheaper
                if (newCost < dist[ni][nj]) {
                    dist[ni][nj] = newCost;
                    pq.push([newCost, ni, nj]);
                }
            }
        }
    }
    
    // Return the minimum cost to reach the bottom-right corner
    return dist[m - 1][n - 1];
}

// Example usage:
console.log(minCost([[1,1,1,1],[2,2,2,2],[1,1,1,1],[2,2,2,2]])); // Output: 3
console.log(minCost([[1,1,3],[3,2,2],[1,1,4]])); // Output: 0
console.log(minCost([[1,2],[4,3]])); // Output: 1
console.log(minCost([[2,2,2],[2,2,2]])); // Output: 3
console.log(minCost([[4]])); // Output: 0"
Pizza With 3n Slices,"There is a pizza with 3n slices of varying size, you and your friends will take slices of pizza as follows:
You will pick any pizza slice.

Your friend Alice will pick next slice in anti clockwise direction of your pick. 
Your friend Bob will pick next slice in clockwise direction of your pick.

Repeat until there are no more slices of pizzas.

Sizes of Pizza slices is represented by circular array `slices` in clockwise direction.

Return the maximum possible sum of slice sizes which you can have.


Example 1:
Input: slices = [1,2,3,4,5,6]
Output: 10
Explanation: Pick pizza slice of size 4, Alice and Bob will pick slices with size 3 and 5 respectively. Then Pick slices with size 6, finally Alice and Bob will pick slice of size 2 and 1 respectively. Total = 4 + 6.


Example 2:
Input: slices = [8,9,8,6,1,1]
Output: 16
Output: Pick pizza slice of size 8 in each turn. If you pick slice with size 9 your partners will pick slices of size 8.

Example 3:
Input: slices = [4,1,2,5,8,3,1,9,7]
Output: 21

Example 4:
Input: slices = [3,1,2]
Output: 3

Constraints:
`1 <= slices.length <= 500`
`slices.length % 3 == 0`
`1 <= slices[i] <= 1000`",Hard,"function maxSizeSlices(slices: number[]): number {
    const n = slices.length;

    // Helper function to calculate the maximum sum of non-adjacent slices
    function maxNonAdjacentSum(start: number, end: number): number {
        const dp = new Array(end - start + 1).fill(0);
        if (start === end) return slices[start];
        
        dp[0] = slices[start];
        dp[1] = Math.max(slices[start], slices[start + 1]);
        
        for (let i = 2; i <= end - start; i++) {
            dp[i] = Math.max(dp[i - 1], dp[i - 2] + slices[start + i]);
        }
        
        return dp[end - start];
    }

    // Since we cannot pick both the first and last slice due to the circular nature,
    // we need to consider two cases:
    // 1. Exclude the first slice and find the max sum in the rest.
    // 2. Exclude the last slice and find the max sum in the rest.
    // The result will be the maximum of these two cases.
    return Math.max(maxNonAdjacentSum(0, n - 2), maxNonAdjacentSum(1, n - 1));
}

// Example usage:
console.log(maxSizeSlices([1, 2, 3, 4, 5, 6])); // Output: 10
console.log(maxSizeSlices([8, 9, 8, 6, 1, 1])); // Output: 16
console.log(maxSizeSlices([4, 1, 2, 5, 8, 3, 1, 9, 7])); // Output: 21
console.log(maxSizeSlices([3, 1, 2])); // Output: 3"
